epoch,neuron,correctness
131,3,0.44
141,3,0.54
151,3,0.58
161,3,0.57
171,3,0.55
181,3,0.52
191,3,0.52
201,3,0.5
211,3,0.45
221,3,0.6
231,3,0.79
241,3,0.75
251,3,0.79
261,3,0.78
271,3,0.68
281,3,0.73
291,3,0.73
301,3,0.7
311,3,0.82
321,3,0.7
331,3,0.77
341,3,0.73
351,3,0.76
361,3,0.79
371,3,0.82
381,3,0.74
391,3,0.81
401,3,0.77
411,3,0.74
421,3,0.69
431,3,0.78
441,3,0.68
451,3,0.74
461,3,0.75
471,3,0.77
481,3,0.81
491,3,0.7
501,3,0.79
511,3,0.74
521,3,0.82
531,3,0.75
541,3,1.0
551,3,1.0
561,3,1.0
571,3,1.0
581,3,1.0
591,3,1.0
601,3,1.0
611,3,1.0
621,3,1.0
631,3,1.0
641,3,1.0
651,3,1.0
661,3,1.0
671,3,1.0
681,3,1.0
691,3,1.0
701,3,1.0
711,3,1.0
721,3,1.0
731,3,1.0
741,3,1.0
751,3,1.0
761,3,1.0
771,3,1.0
781,3,1.0
791,3,1.0
801,3,1.0
811,3,1.0
821,3,1.0
831,3,1.0
841,3,1.0
851,3,1.0
861,3,1.0
871,3,1.0
881,3,1.0
891,3,1.0
901,3,1.0
911,3,1.0
921,3,1.0
931,3,1.0
941,3,1.0
951,3,1.0
961,3,1.0
971,3,1.0
981,3,1.0
991,3,1.0
1001,3,1.0
1,4,0.0
11,4,0.0
21,4,0.53
31,4,0.44
41,4,0.65
51,4,0.49
61,4,0.43
71,4,0.59
81,4,0.48
91,4,0.42
101,4,0.58
111,4,0.45
121,4,0.52
131,4,0.46
141,4,0.55
151,4,0.5
161,4,0.53
171,4,0.47
181,4,0.48
191,4,0.48
201,4,0.55
211,4,0.49
221,4,0.64
231,4,0.47
241,4,0.44
251,4,0.43
261,4,0.47
271,4,0.49
281,4,0.47
291,4,0.57
301,4,0.47
311,4,0.58
321,4,0.6
331,4,0.39
341,4,0.52
351,4,0.57
361,4,0.48
371,4,0.49
381,4,0.47
391,4,0.44
401,4,0.56
411,4,0.55
421,4,0.46
431,4,0.41
441,4,0.55
451,4,0.49
461,4,0.51
471,4,0.5
481,4,0.77
491,4,0.78
501,4,0.77
511,4,0.71
521,4,0.76
531,4,0.78
541,4,0.78
551,4,0.77
561,4,0.8
571,4,0.74
581,4,0.78
591,4,0.74
601,4,0.78
611,4,0.77
621,4,0.82
631,4,0.67
641,4,0.7
651,4,0.82
661,4,0.72
671,4,0.76
681,4,0.76
691,4,0.78
701,4,0.74
711,4,0.8
721,4,1.0
731,4,1.0
741,4,1.0
751,4,1.0
761,4,1.0
771,4,1.0
781,4,1.0
791,4,1.0
801,4,1.0
811,4,1.0
821,4,1.0
831,4,1.0
841,4,1.0
851,4,1.0
861,4,1.0
871,4,1.0
881,4,1.0
891,4,1.0
901,4,1.0
911,4,1.0
921,4,1.0
931,4,1.0
941,4,1.0
951,4,1.0
961,4,1.0
971,4,1.0
981,4,1.0
991,4,1.0
1001,4,1.0
1,5,0.0
11,5,0.0
21,5,0.52
31,5,0.55
41,5,0.47
51,5,0.62
61,5,0.45
71,5,0.43
81,5,0.47
91,5,0.56
101,5,0.47
111,5,0.51
121,5,0.47
131,5,0.54
141,5,0.48
151,5,0.48
161,5,0.44
171,5,0.53
181,5,0.51
191,5,0.52
201,5,0.52
211,5,0.44
221,5,0.57
231,5,0.47
241,5,0.83
251,5,0.7
261,5,0.77
271,5,0.81
281,5,0.63
291,5,0.78
301,5,0.82
311,5,0.81
321,5,0.76
331,5,0.77
341,5,0.79
351,5,0.76
361,5,0.77
371,5,0.77
381,5,0.75
391,5,0.61
401,5,0.73
411,5,0.83
421,5,0.77
431,5,0.78
441,5,0.71
451,5,0.77
461,5,0.75
471,5,0.79
481,5,0.74
491,5,0.73
501,5,0.76
511,5,0.76
521,5,0.7
531,5,1.0
541,5,1.0
551,5,1.0
561,5,1.0
571,5,1.0
581,5,1.0
591,5,1.0
601,5,1.0
611,5,1.0
621,5,1.0
631,5,1.0
641,5,1.0
651,5,1.0
661,5,1.0
671,5,1.0
681,5,1.0
691,5,1.0
701,5,1.0
711,5,1.0
721,5,1.0
731,5,1.0
741,5,1.0
751,5,1.0
761,5,1.0
771,5,1.0
781,5,1.0
791,5,1.0
801,5,1.0
811,5,1.0
821,5,1.0
831,5,1.0
841,5,1.0
851,5,1.0
861,5,1.0
871,5,1.0
881,5,1.0
891,5,1.0
901,5,1.0
911,5,1.0
921,5,1.0
931,5,1.0
941,5,1.0
951,5,1.0
961,5,1.0
971,5,1.0
981,5,1.0
991,5,1.0
1001,5,1.0
1,6,0.0
11,6,0.54
21,6,0.5
31,6,0.54
41,6,0.53
51,6,0.51
61,6,0.43
71,6,0.41
81,6,0.52
91,6,0.53
101,6,0.5
111,6,0.47
121,6,0.57
131,6,0.55
141,6,0.5
151,6,0.47
161,6,0.49
171,6,0.6
181,6,0.48
191,6,0.51
201,6,0.57
211,6,0.43
221,6,0.45
231,6,0.39
241,6,0.48
251,6,0.45
261,6,0.54
271,6,0.47
281,6,0.74
291,6,0.76
301,6,0.76
311,6,0.7
321,6,0.74
331,6,0.67
341,6,0.74
351,6,0.67
361,6,0.79
371,6,0.81
381,6,0.74
391,6,0.77
401,6,0.78
411,6,0.76
421,6,0.7
431,6,0.8
441,6,0.72
451,6,0.81
461,6,0.76
471,6,0.7
481,6,0.74
491,6,0.81
501,6,0.75
511,6,1.0
521,6,1.0
531,6,1.0
541,6,1.0
551,6,1.0
561,6,1.0
571,6,1.0
581,6,1.0
591,6,1.0
601,6,1.0
611,6,1.0
621,6,1.0
631,6,1.0
641,6,1.0
651,6,1.0
661,6,1.0
671,6,1.0
681,6,1.0
691,6,1.0
701,6,1.0
711,6,1.0
721,6,1.0
731,6,1.0
741,6,1.0
751,6,1.0
761,6,1.0
771,6,1.0
781,6,1.0
791,6,1.0
801,6,1.0
811,6,1.0
821,6,1.0
831,6,1.0
841,6,1.0
851,6,1.0
861,6,1.0
871,6,1.0
881,6,1.0
891,6,1.0
901,6,1.0
911,6,1.0
921,6,1.0
931,6,1.0
941,6,1.0
951,6,1.0
961,6,1.0
971,6,1.0
981,6,1.0
991,6,1.0
1001,6,1.0
1,7,0.0
11,7,0.47
21,7,0.54
31,7,0.46
41,7,0.54
51,7,0.56
61,7,0.54
71,7,0.51
81,7,0.46
91,7,0.53
101,7,0.5
111,7,0.53
121,7,0.53
131,7,0.56
141,7,0.51
151,7,0.55
161,7,0.56
171,7,0.56
181,7,0.53
191,7,0.52
201,7,0.47
211,7,0.76
221,7,0.79
231,7,0.69
241,7,0.8
251,7,0.77
261,7,0.79
271,7,0.72
281,7,0.81
291,7,0.75
301,7,0.75
311,7,0.77
321,7,0.73
331,7,0.79
341,7,0.73
351,7,0.73
361,7,0.73
371,7,0.77
381,7,0.72
391,7,0.78
401,7,0.7
411,7,0.7
421,7,0.71
431,7,0.66
441,7,0.78
451,7,1.0
461,7,1.0
471,7,1.0
481,7,1.0
491,7,1.0
501,7,1.0
511,7,1.0
521,7,1.0
531,7,1.0
541,7,1.0
551,7,1.0
561,7,1.0
571,7,1.0
581,7,1.0
591,7,1.0
601,7,1.0
611,7,1.0
621,7,1.0
631,7,1.0
641,7,1.0
651,7,1.0
661,7,1.0
671,7,1.0
681,7,1.0
691,7,1.0
701,7,1.0
711,7,1.0
721,7,1.0
731,7,1.0
741,7,1.0
751,7,1.0
761,7,1.0
771,7,1.0
781,7,1.0
791,7,1.0
801,7,1.0
811,7,1.0
821,7,1.0
831,7,1.0
841,7,1.0
851,7,1.0
861,7,1.0
871,7,1.0
881,7,1.0
891,7,1.0
901,7,1.0
911,7,1.0
921,7,1.0
931,7,1.0
941,7,1.0
951,7,1.0
961,7,1.0
971,7,1.0
981,7,1.0
991,7,1.0
1001,7,1.0
1,8,0.0
11,8,0.0
21,8,0.51
31,8,0.41
41,8,0.48
51,8,0.58
61,8,0.54
71,8,0.51
81,8,0.46
91,8,0.44
101,8,0.56
111,8,0.47
121,8,0.46
131,8,0.49
141,8,0.5
151,8,0.58
161,8,0.44
171,8,0.58
181,8,0.73
191,8,0.81
201,8,0.77
211,8,0.69
221,8,0.78
231,8,0.73
241,8,0.71
251,8,0.82
261,8,0.72
271,8,0.76
281,8,0.78
291,8,0.71
301,8,0.71
311,8,0.72
321,8,0.73
331,8,0.79
341,8,0.71
351,8,0.73
361,8,0.64
371,8,1.0
381,8,1.0
391,8,1.0
401,8,1.0
411,8,1.0
421,8,1.0
431,8,1.0
441,8,1.0
451,8,1.0
461,8,1.0
471,8,1.0
481,8,1.0
491,8,1.0
501,8,1.0
511,8,1.0
521,8,1.0
531,8,1.0
541,8,1.0
551,8,1.0
561,8,1.0
571,8,1.0
581,8,1.0
591,8,1.0
601,8,1.0
611,8,1.0
621,8,1.0
631,8,1.0
641,8,1.0
651,8,1.0
661,8,1.0
671,8,1.0
681,8,1.0
691,8,1.0
701,8,1.0
711,8,1.0
721,8,1.0
731,8,1.0
741,8,1.0
751,8,1.0
761,8,1.0
771,8,1.0
781,8,1.0
791,8,1.0
801,8,1.0
811,8,1.0
821,8,1.0
831,8,1.0
841,8,1.0
851,8,1.0
861,8,1.0
871,8,1.0
881,8,1.0
891,8,1.0
901,8,1.0
911,8,1.0
921,8,1.0
931,8,1.0
941,8,1.0
951,8,1.0
961,8,1.0
971,8,1.0
981,8,1.0
991,8,1.0
1001,8,1.0
1,9,0.0
11,9,0.0
21,9,0.51
31,9,0.49
41,9,0.51
51,9,0.48
61,9,0.44
71,9,0.49
81,9,0.48
91,9,0.53
101,9,0.46
111,9,0.51
121,9,0.5
131,9,0.52
141,9,0.51
151,9,0.5
161,9,0.46
171,9,0.52
181,9,0.53
191,9,0.74
201,9,0.77
211,9,0.7
221,9,0.7
231,9,0.7
241,9,0.66
251,9,0.75
261,9,0.75
271,9,0.73
281,9,0.77
291,9,0.8
301,9,0.73
311,9,0.75
321,9,0.61
331,9,0.81
341,9,0.76
351,9,0.76
361,9,0.76
371,9,0.71
381,9,0.74
391,9,0.71
401,9,0.8
411,9,0.74
421,9,1.0
431,9,1.0
441,9,1.0
451,9,1.0
461,9,1.0
471,9,1.0
481,9,1.0
491,9,1.0
501,9,1.0
511,9,1.0
521,9,1.0
531,9,1.0
541,9,1.0
551,9,1.0
561,9,1.0
571,9,1.0
581,9,1.0
591,9,1.0
601,9,1.0
611,9,1.0
621,9,1.0
631,9,1.0
641,9,1.0
651,9,1.0
661,9,1.0
671,9,1.0
681,9,1.0
691,9,1.0
701,9,1.0
711,9,1.0
721,9,1.0
731,9,1.0
741,9,1.0
751,9,1.0
761,9,1.0
771,9,1.0
781,9,1.0
791,9,1.0
801,9,1.0
811,9,1.0
821,9,1.0
831,9,1.0
841,9,1.0
851,9,1.0
861,9,1.0
871,9,1.0
881,9,1.0
891,9,1.0
901,9,1.0
911,9,1.0
921,9,1.0
931,9,1.0
941,9,1.0
951,9,1.0
961,9,1.0
971,9,1.0
981,9,1.0
991,9,1.0
1001,9,1.0
1,10,0.0
11,10,0.0
21,10,0.0
31,10,0.53
41,10,0.48
51,10,0.46
61,10,0.49
71,10,0.49
81,10,0.46
91,10,0.47
101,10,0.54
111,10,0.57
121,10,0.55
131,10,0.48
141,10,0.49
151,10,0.51
161,10,0.45
171,10,0.51
181,10,0.53
191,10,0.5
201,10,0.48
211,10,0.44
221,10,0.46
231,10,0.52
241,10,0.75
251,10,0.77
261,10,0.76
271,10,0.79
281,10,0.69
291,10,0.72
301,10,0.76
311,10,0.83
321,10,0.77
331,10,0.73
341,10,0.77
351,10,0.75
361,10,0.79
371,10,0.8
381,10,0.78
391,10,0.78
401,10,0.81
411,10,0.77
421,10,0.78
431,10,0.76
441,10,0.81
451,10,1.0
461,10,1.0
471,10,1.0
481,10,1.0
491,10,1.0
501,10,1.0
511,10,1.0
521,10,1.0
531,10,1.0
541,10,1.0
551,10,1.0
561,10,1.0
571,10,1.0
581,10,1.0
591,10,1.0
601,10,1.0
611,10,1.0
621,10,1.0
631,10,1.0
641,10,1.0
651,10,1.0
661,10,1.0
671,10,1.0
681,10,1.0
691,10,1.0
701,10,1.0
711,10,1.0
721,10,1.0
731,10,1.0
741,10,1.0
751,10,1.0
761,10,1.0
771,10,1.0
781,10,1.0
791,10,1.0
801,10,1.0
811,10,1.0
821,10,1.0
831,10,1.0
841,10,1.0
851,10,1.0
861,10,1.0
871,10,1.0
881,10,1.0
891,10,1.0
901,10,1.0
911,10,1.0
921,10,1.0
931,10,1.0
941,10,1.0
951,10,1.0
961,10,1.0
971,10,1.0
981,10,1.0
991,10,1.0
1001,10,1.0
1,11,0.0
11,11,0.0
21,11,0.0
31,11,0.0
41,11,0.49
51,11,0.57
61,11,0.55
71,11,0.47
81,11,0.5
91,11,0.48
101,11,0.48
111,11,0.6
121,11,0.51
131,11,0.48
141,11,0.62
151,11,0.57
161,11,0.5
171,11,0.52
181,11,0.48
191,11,0.43
201,11,0.48
211,11,0.5
221,11,0.51
231,11,0.76
241,11,0.78
251,11,0.81
261,11,0.74
271,11,0.79
281,11,0.73
291,11,0.74
301,11,0.76
311,11,0.78
321,11,0.76
331,11,0.76
341,11,0.67
351,11,0.76
361,11,0.73
371,11,0.81
381,11,0.75
391,11,0.71
401,11,0.75
411,11,0.75
421,11,0.68
431,11,1.0
441,11,1.0
451,11,1.0
461,11,1.0
471,11,1.0
481,11,1.0
491,11,1.0
501,11,1.0
511,11,1.0
521,11,1.0
531,11,1.0
541,11,1.0
551,11,1.0
561,11,1.0
571,11,1.0
581,11,1.0
591,11,1.0
601,11,1.0
611,11,1.0
621,11,1.0
631,11,1.0
641,11,1.0
651,11,1.0
661,11,1.0
671,11,1.0
681,11,1.0
691,11,1.0
701,11,1.0
711,11,1.0
721,11,1.0
731,11,1.0
741,11,1.0
751,11,1.0
761,11,1.0
771,11,1.0
781,11,1.0
791,11,1.0
801,11,1.0
811,11,1.0
821,11,1.0
831,11,1.0
841,11,1.0
851,11,1.0
861,11,1.0
871,11,1.0
881,11,1.0
891,11,1.0
901,11,1.0
911,11,1.0
921,11,1.0
931,11,1.0
941,11,1.0
951,11,1.0
961,11,1.0
971,11,1.0
981,11,1.0
991,11,1.0
1001,11,1.0
1,12,0.0
11,12,0.0
21,12,0.0
31,12,0.0
41,12,0.0
51,12,0.0
61,12,0.0
71,12,0.0
81,12,0.0
91,12,0.0
101,12,0.0
111,12,0.0
121,12,0.0
131,12,0.0
141,12,0.0
151,12,0.0
161,12,0.43
171,12,0.54
181,12,0.57
191,12,0.62
201,12,0.44
211,12,0.53
221,12,0.46
231,12,0.47
241,12,0.44
251,12,0.84
261,12,0.77
271,12,0.78
281,12,0.74
291,12,0.82
301,12,0.76
311,12,0.76
321,12,0.79
331,12,0.84
341,12,0.7
351,12,0.76
361,12,0.8
371,12,0.75
381,12,0.81
391,12,0.75
401,12,0.76
411,12,0.74
421,12,0.85
431,12,0.66
441,12,1.0
451,12,1.0
461,12,1.0
471,12,1.0
481,12,1.0
491,12,1.0
501,12,1.0
511,12,1.0
521,12,1.0
531,12,1.0
541,12,1.0
551,12,1.0
561,12,1.0
571,12,1.0
581,12,1.0
591,12,1.0
601,12,1.0
611,12,1.0
621,12,1.0
631,12,1.0
641,12,1.0
651,12,1.0
661,12,1.0
671,12,1.0
681,12,1.0
691,12,1.0
701,12,1.0
711,12,1.0
721,12,1.0
731,12,1.0
741,12,1.0
751,12,1.0
761,12,1.0
771,12,1.0
781,12,1.0
791,12,1.0
801,12,1.0
811,12,1.0
821,12,1.0
831,12,1.0
841,12,1.0
851,12,1.0
861,12,1.0
871,12,1.0
881,12,1.0
891,12,1.0
901,12,1.0
911,12,1.0
921,12,1.0
931,12,1.0
941,12,1.0
951,12,1.0
961,12,1.0
971,12,1.0
981,12,1.0
991,12,1.0
1001,12,1.0
1,13,0.0
11,13,0.0
21,13,0.0
31,13,0.0
41,13,0.0
51,13,0.0
61,13,0.0
71,13,0.0
81,13,0.0
91,13,0.0
101,13,0.0
111,13,0.0
121,13,0.0
131,13,0.5
141,13,0.48
151,13,0.5
161,13,0.53
171,13,0.51
181,13,0.54
191,13,0.47
201,13,0.53
211,13,0.5
221,13,0.51
231,13,0.55
241,13,0.51
251,13,0.5
261,13,0.52
271,13,0.61
281,13,0.54
291,13,0.46
301,13,0.79
311,13,0.71
321,13,0.73
331,13,0.78
341,13,0.79
351,13,0.75
361,13,0.81
371,13,0.68
381,13,0.87
391,13,0.76
401,13,0.72
411,13,0.74
421,13,0.83
431,13,0.74
441,13,0.73
451,13,0.72
461,13,0.76
471,13,0.74
481,13,0.71
491,13,1.0
501,13,1.0
511,13,1.0
521,13,1.0
531,13,1.0
541,13,1.0
551,13,1.0
561,13,1.0
571,13,1.0
581,13,1.0
591,13,1.0
601,13,1.0
611,13,1.0
621,13,1.0
631,13,1.0
641,13,1.0
651,13,1.0
661,13,1.0
671,13,1.0
681,13,1.0
691,13,1.0
701,13,1.0
711,13,1.0
721,13,1.0
731,13,1.0
741,13,1.0
751,13,1.0
761,13,1.0
771,13,1.0
781,13,1.0
791,13,1.0
801,13,1.0
811,13,1.0
821,13,1.0
831,13,1.0
841,13,1.0
851,13,1.0
861,13,1.0
871,13,1.0
881,13,1.0
891,13,1.0
901,13,1.0
911,13,1.0
921,13,1.0
931,13,1.0
941,13,1.0
951,13,1.0
961,13,1.0
971,13,1.0
981,13,1.0
991,13,1.0
1001,13,1.0
1,14,0.0
11,14,0.0
21,14,0.0
31,14,0.0
41,14,0.0
51,14,0.0
61,14,0.0
71,14,0.0
81,14,0.0
91,14,0.0
101,14,0.0
111,14,0.0
121,14,0.0
131,14,0.0
141,14,0.0
151,14,0.0
161,14,0.0
171,14,0.0
181,14,0.0
191,14,0.0
201,14,0.0
211,14,0.0
221,14,0.0
231,14,0.0
241,14,0.0
251,14,0.0
261,14,0.0
271,14,0.0
281,14,0.0
291,14,0.0
301,14,0.0
311,14,0.0
321,14,0.0
331,14,0.0
341,14,0.0
351,14,0.23
361,14,0.28
371,14,0.28
381,14,0.28
391,14,0.23
401,14,0.28
411,14,0.15
421,14,0.18
431,14,0.23
441,14,0.26
451,14,0.25
461,14,0.21
471,14,0.24
481,14,0.28
491,14,0.17
501,14,0.35
511,14,0.31
521,14,0.21
531,14,0.31
541,14,0.25
551,14,0.32
561,14,0.21
571,14,0.27
581,14,0.44
591,14,0.51
601,14,0.58
611,14,0.73
621,14,0.79
631,14,0.7
641,14,0.69
651,14,0.71
661,14,0.69
671,14,0.74
681,14,0.74
691,14,0.69
701,14,1.0
711,14,1.0
721,14,1.0
731,14,1.0
741,14,1.0
751,14,1.0
761,14,1.0
771,14,1.0
781,14,1.0
791,14,1.0
801,14,1.0
811,14,1.0
821,14,1.0
831,14,1.0
841,14,1.0
851,14,1.0
861,14,1.0
871,14,1.0
881,14,1.0
891,14,1.0
901,14,1.0
911,14,1.0
921,14,1.0
931,14,1.0
941,14,1.0
951,14,1.0
961,14,1.0
971,14,1.0
981,14,1.0
991,14,1.0
1001,14,1.0
1,15,0.0
11,15,0.0
21,15,0.0
31,15,0.0
41,15,0.0
51,15,0.0
61,15,0.0
71,15,0.0
81,15,0.0
91,15,0.0
101,15,0.0
111,15,0.0
121,15,0.0
131,15,0.0
141,15,0.0
151,15,0.0
161,15,0.0
171,15,0.0
181,15,0.0
191,15,0.0
201,15,0.0
211,15,0.0
221,15,0.0
231,15,0.0
241,15,0.0
251,15,0.0
261,15,0.16
271,15,0.23
281,15,0.29
291,15,0.26
301,15,0.55
311,15,0.49
321,15,0.54
331,15,0.53
341,15,0.46
351,15,0.82
361,15,0.68
371,15,0.75
381,15,0.81
391,15,0.86
401,15,0.79
411,15,0.82
421,15,0.71
431,15,0.74
441,15,0.75
451,15,0.68
461,15,0.78
471,15,0.76
481,15,0.71
491,15,0.74
501,15,0.75
511,15,0.79
521,15,1.0
531,15,1.0
541,15,1.0
551,15,1.0
561,15,1.0
571,15,1.0
581,15,1.0
591,15,1.0
601,15,1.0
611,15,1.0
621,15,1.0
631,15,1.0
641,15,1.0
651,15,1.0
661,15,1.0
671,15,1.0
681,15,1.0
691,15,1.0
701,15,1.0
711,15,1.0
721,15,1.0
731,15,1.0
741,15,1.0
751,15,1.0
761,15,1.0
771,15,1.0
781,15,1.0
791,15,1.0
801,15,1.0
811,15,1.0
821,15,1.0
831,15,1.0
841,15,1.0
851,15,1.0
861,15,1.0
871,15,1.0
881,15,1.0
891,15,1.0
901,15,1.0
911,15,1.0
921,15,1.0
931,15,1.0
941,15,1.0
951,15,1.0
961,15,1.0
971,15,1.0
981,15,1.0
991,15,1.0
1001,15,1.0
1,16,0.0
11,16,0.0
21,16,0.0
31,16,0.0
41,16,0.0
51,16,0.0
61,16,0.0
71,16,0.0
81,16,0.0
91,16,0.0
101,16,0.0
111,16,0.0
121,16,0.0
131,16,0.0
141,16,0.0
151,16,0.0
161,16,0.0
171,16,0.0
181,16,0.0
191,16,0.0
201,16,0.0
211,16,0.0
221,16,0.0
231,16,0.0
241,16,0.0
251,16,0.0
261,16,0.0
271,16,0.0
281,16,0.0
291,16,0.0
301,16,0.0
311,16,0.0
321,16,0.0
331,16,0.0
341,16,0.57
351,16,0.46
361,16,0.5
371,16,0.5
381,16,0.47
391,16,0.5
401,16,0.54
411,16,0.54
421,16,0.53
431,16,0.73
441,16,0.81
451,16,0.74
461,16,0.69
471,16,0.78
481,16,0.81
491,16,0.66
501,16,0.79
511,16,0.78
521,16,0.77
531,16,0.77
541,16,0.81
551,16,0.78
561,16,0.74
571,16,0.77
581,16,0.78
591,16,1.0
601,16,1.0
611,16,1.0
621,16,1.0
631,16,1.0
641,16,1.0
651,16,1.0
661,16,1.0
671,16,1.0
681,16,1.0
691,16,1.0
701,16,1.0
711,16,1.0
721,16,1.0
731,16,1.0
741,16,1.0
751,16,1.0
761,16,1.0
771,16,1.0
781,16,1.0
791,16,1.0
801,16,1.0
811,16,1.0
821,16,1.0
831,16,1.0
841,16,1.0
851,16,1.0
861,16,1.0
871,16,1.0
881,16,1.0
891,16,1.0
901,16,1.0
911,16,1.0
921,16,1.0
931,16,1.0
941,16,1.0
951,16,1.0
961,16,1.0
971,16,1.0
981,16,1.0
991,16,1.0
1001,16,1.0
1,17,0.0
11,17,0.0
21,17,0.0
31,17,0.0
41,17,0.0
51,17,0.0
61,17,0.0
71,17,0.0
81,17,0.0
91,17,0.0
101,17,0.0
111,17,0.0
121,17,0.0
131,17,0.0
141,17,0.0
151,17,0.0
161,17,0.0
171,17,0.0
181,17,0.0
191,17,0.0
201,17,0.0
211,17,0.0
221,17,0.0
231,17,0.0
241,17,0.0
251,17,0.0
261,17,0.0
271,17,0.0
281,17,0.0
291,17,0.0
301,17,0.0
311,17,0.0
321,17,0.0
331,17,0.0
341,17,0.0
351,17,0.0
361,17,0.0
371,17,0.0
381,17,0.2
391,17,0.31
401,17,0.25
411,17,0.27
421,17,0.28
431,17,0.31
441,17,0.25
451,17,0.21
461,17,0.48
471,17,0.55
481,17,0.41
491,17,0.46
501,17,0.5
511,17,0.5
521,17,0.75
531,17,0.79
541,17,0.74
551,17,0.7
561,17,0.71
571,17,0.71
581,17,0.63
591,17,0.68
601,17,0.74
611,17,0.74
621,17,0.71
631,17,0.74
641,17,1.0
651,17,1.0
661,17,1.0
671,17,1.0
681,17,1.0
691,17,1.0
701,17,1.0
711,17,1.0
721,17,1.0
731,17,1.0
741,17,1.0
751,17,1.0
761,17,1.0
771,17,1.0
781,17,1.0
791,17,1.0
801,17,1.0
811,17,1.0
821,17,1.0
831,17,1.0
841,17,1.0
851,17,1.0
861,17,1.0
871,17,1.0
881,17,1.0
891,17,1.0
901,17,1.0
911,17,1.0
921,17,1.0
931,17,1.0
941,17,1.0
951,17,1.0
961,17,1.0
971,17,1.0
981,17,1.0
991,17,1.0
1001,17,1.0
1,18,0.0
11,18,0.0
21,18,0.0
31,18,0.0
41,18,0.0
51,18,0.0
61,18,0.0
71,18,0.0
81,18,0.0
91,18,0.0
101,18,0.0
111,18,0.0
121,18,0.0
131,18,0.0
141,18,0.0
151,18,0.0
161,18,0.0
171,18,0.0
181,18,0.0
191,18,0.0
201,18,0.0
211,18,0.0
221,18,0.0
231,18,0.0
241,18,0.0
251,18,0.0
261,18,0.0
